ID,Tweet URL,Account handle,Account name,Account type,Tweet,Tweet Translated,Tweet Type,Date posted,Likes,Replies,Retweets,Quote Tweets,Likes_zscore,Replies_zscore,Retweets_zscore,Quote Tweets_zscore,Account_Anonymous,Account_Identified,Removed any special characters and urls,Tokenized Tweet,Stemmed Tweet,Lemmatized Tweet
13-65,https://twitter.com/gares_jr/status/1144528614253314048,@gares_jr,Ricardo Gares Alivio Jr.,Identified,Mangingisda nasagi ng chinese ang ingay ng dilawan bakit sa administrasyon ni abnoy aquino binigay lang ang scarborough shoal at pinatag ang bundok ng zambales pantambak sa man made island ng WPS tikom lahat bibig ni del rosario trillanes abnoy aquino drilon kiko pangilinan?,Fisherman chose the noise of the yellow why in the administration of Abnoy Aquino just gave the Scarborough Shoal and the Zambales Mountain was placed on Man Made Island of WPS Tikom all mouths of del Rosario Trillanes Abnoy Aquino Drilon Kiko Pangilinan,"Reply, Text",2019-06-28 16:51:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,Mangingisda nasagi ng chinese ang ingay ng dilawan bakit sa administrasyon ni abnoy aquino binigay lang ang scarborough shoal at pinatag ang bundok ng zambales pantambak sa man made island ng WPS tikom lahat bibig ni del rosario trillanes abnoy aquino drilon kiko pangilinan,fisherman chose noise yellow administration abnoy aquino gave scarborough shoal zambales mountain placed man made island wps tikom mouths del rosario trillanes abnoy aquino drilon kiko pangilinan,"['fisherman', 'chose', 'nois', 'yellow', 'administr', 'abnoy', 'aquino', 'gave', 'scarborough', 'shoal', 'zambal', 'mountain', 'place', 'man', 'made', 'island', 'wp', 'tikom', 'mouth', 'del', 'rosario', 'trillan', 'abnoy', 'aquino', 'drilon', 'kiko', 'pangilinan']","['fisherman', 'chose', 'noise', 'yellow', 'administration', 'abnoy', 'aquino', 'gave', 'scarborough', 'shoal', 'zambales', 'mountain', 'placed', 'man', 'made', 'island', 'wps', 'tikom', 'mouth', 'del', 'rosario', 'trillanes', 'abnoy', 'aquino', 'drilon', 'kiko', 'pangilinan']"
13-119,https://twitter.com/arnold0115/status/1145985280546992128,@arnold0115,Arnold V R Santos,Identified,the father sold sabah while the son sold WPS...truly like father like son...traitors...,the father sold sabah while the son sold WPStruly like father like sontraitors,Text,2019-07-02 17:19:00,1.0,0.0,0.0,0.0,-0.13773110052399104,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,the father sold sabah while the son sold WPStruly like father like sontraitors,father sold sabah son sold wpstruly like father like sontraitors,"['father', 'sold', 'sabah', 'son', 'sold', 'wpstruli', 'like', 'father', 'like', 'sontraitor']","['father', 'sold', 'sabah', 'son', 'sold', 'wpstruly', 'like', 'father', 'like', 'sontraitors']"
13-63,https://twitter.com/maria47215/status/1150236670140153857,@maria47215,シャネル❤️,Identified,"@Ab71799017 @leihcar19 @FukudaInah @PehtraPunisher @MaamSyj Full of evilness aquino &amp; alipores they sold Scarborough Shoal , and they jail Enrile , Estrada , Revilla samantalang Lahat ng mga alipores niya tumangap ng PDAF at DAP 👊🏻at ipinasa pa ang PDAF st DAP ng Hindi dumaan sa Congress what a evil afministration

https://t.co/AkM1mYSYwp https://t.co/YT1uThK8of",AB71799017 LEIHCAR19 FUKUDAINAH PEHTRAPUNISHER MAAMSYJ FULL OF EVILNESS AQUINO AMP ALIPORES THEY SOLD Scarborough Shoal and they jail Enrile Estrada Revilla while all of his ministers capture PDAF and DAP and passed the PDAF ST DAP without going through the Congress,"Reply, Text, URL, Image",2019-07-14 10:52:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,"Ab71799017 leihcar19 FukudaInah PehtraPunisher MaamSyj Full of evilness aquino amp alipores they sold Scarborough Shoal  and they jail Enrile  Estrada  Revilla samantalang Lahat ng mga alipores niya tumangap ng PDAF at DAP at ipinasa pa ang PDAF st DAP ng Hindi dumaan sa Congress what a evil afministration

 ",ab71799017 leihcar19 fukudainah pehtrapunisher maamsyj full evilness aquino amp alipores sold scarborough shoal jail enrile estrada revilla ministers capture pdaf dap passed pdaf st dap without going congress,"['ab71799017', 'leihcar19', 'fukudainah', 'pehtrapunish', 'maamsyj', 'full', 'evil', 'aquino', 'amp', 'alipor', 'sold', 'scarborough', 'shoal', 'jail', 'enril', 'estrada', 'revilla', 'minist', 'captur', 'pdaf', 'dap', 'pass', 'pdaf', 'st', 'dap', 'without', 'go', 'congress']","['ab71799017', 'leihcar19', 'fukudainah', 'pehtrapunisher', 'maamsyj', 'full', 'evilness', 'aquino', 'amp', 'alipores', 'sold', 'scarborough', 'shoal', 'jail', 'enrile', 'estrada', 'revilla', 'minister', 'capture', 'pdaf', 'dap', 'passed', 'pdaf', 'st', 'dap', 'without', 'going', 'congress']"
13-62,https://twitter.com/maria47215/status/1150237947062415360,@maria47215,シャネル❤️,Identified,"@Ab71799017 @leihcar19 @FukudaInah @PehtraPunisher @MaamSyj Aquino&amp; alipores full ofevilness from father selling Sabah to Malaysia &amp; son selling Scarborough Shoal to China and kulled Filipino people because of incompetence and negligence No Love , No Heart No Emphaty 
https://t.co/gC6U9n6Xcr
https://t.co/d3RZE3kuDo
https://t.co/WkqxW4bnfz https://t.co/iDhQC75wWV",Ab71799017 leihcar19 FukudaInah PehtraPunisher MaamSyj Aquinoamp alipores full ofevilness from father selling Sabah to Malaysia amp son selling Scarborough Shoal to China and kulled Filipino people because of incompetence and negligence No Love  No Heart No Emphaty,"Reply, Text, URL, Image",2019-07-14 10:57:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,"Ab71799017 leihcar19 FukudaInah PehtraPunisher MaamSyj Aquinoamp alipores full ofevilness from father selling Sabah to Malaysia amp son selling Scarborough Shoal to China and kulled Filipino people because of incompetence and negligence No Love  No Heart No Emphaty 


 ",ab71799017 leihcar19 fukudainah pehtrapunisher maamsyj aquinoamp alipores full ofevilness father selling sabah malaysia amp son selling scarborough shoal china kulled filipino people incompetence negligence love heart emphaty,"['ab71799017', 'leihcar19', 'fukudainah', 'pehtrapunish', 'maamsyj', 'aquinoamp', 'alipor', 'full', 'ofevil', 'father', 'sell', 'sabah', 'malaysia', 'amp', 'son', 'sell', 'scarborough', 'shoal', 'china', 'kull', 'filipino', 'peopl', 'incompet', 'neglig', 'love', 'heart', 'emphati']","['ab71799017', 'leihcar19', 'fukudainah', 'pehtrapunisher', 'maamsyj', 'aquinoamp', 'alipores', 'full', 'ofevilness', 'father', 'selling', 'sabah', 'malaysia', 'amp', 'son', 'selling', 'scarborough', 'shoal', 'china', 'kulled', 'filipino', 'people', 'incompetence', 'negligence', 'love', 'heart', 'emphaty']"
13-61,https://twitter.com/BisayaGo/status/1153208799777493003,@BisayaGo,Bisaya Ko,Identified,Issue sa west Philippine sea? Diba sa karaang administrasyon mana nabuo? Basula ninyo ng Trillanes ninyo ug Aquino mao nagbaligya ana #SONA2019,Issue in the West Philippine Sea Diba In An Ancient Administration Mana Developed Basula of Trilllanes Your Aquino is Selling Ana Sona2019,Text,2019-07-22 15:42:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,Issue sa west Philippine sea Diba sa karaang administrasyon mana nabuo Basula ninyo ng Trillanes ninyo ug Aquino mao nagbaligya ana SONA2019,issue west philippine sea diba ancient administration mana developed basula trilllanes aquino selling ana sona2019,"['issu', 'west', 'philippin', 'sea', 'diba', 'ancient', 'administr', 'mana', 'develop', 'basula', 'trilllan', 'aquino', 'sell', 'ana', 'sona2019']","['issue', 'west', 'philippine', 'sea', 'diba', 'ancient', 'administration', 'mana', 'developed', 'basula', 'trilllanes', 'aquino', 'selling', 'ana', 'sona2019']"
13-60,https://twitter.com/efrenmd/status/1156483483750895616,@efrenmd,EFREN DELIMA,Identified,"#MyJul2019Post

Fake News harpers, how are you? So, we did not lost yet any island during the term of Duterte but we lost Scarborough Shoal during Aquino. Was it really lost or was it sold?

Click Link to read more:
https://t.co/R0Dv3E7FW9 https://t.co/Wq7VSYuVIf","MyJul2019Post

Fake News harpers how are you So we did not lost yet any island during the term of Duterte but we lost Scarborough Shoal during Aquino Was it really lost or was it sold

Click Link to read more","Text, URL, Image",2019-07-31 16:35:00,1.0,0.0,0.0,0.0,-0.13773110052399104,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,"MyJul2019Post

Fake News harpers how are you So we did not lost yet any island during the term of Duterte but we lost Scarborough Shoal during Aquino Was it really lost or was it sold

Click Link to read more
 ",myjul2019post fake news harpers lost yet island term duterte lost scarborough shoal aquino really lost sold click link read,"['myjul2019post', 'fake', 'news', 'harper', 'lost', 'yet', 'island', 'term', 'dutert', 'lost', 'scarborough', 'shoal', 'aquino', 'realli', 'lost', 'sold', 'click', 'link', 'read']","['myjul2019post', 'fake', 'news', 'harper', 'lost', 'yet', 'island', 'term', 'duterte', 'lost', 'scarborough', 'shoal', 'aquino', 'really', 'lost', 'sold', 'click', 'link', 'read']"
13-64,https://twitter.com/Ddaeng27/status/1148399445257539584,@Ddaeng27,CharL ⚡ 💪🍺🔧👊💜,Anonymous,"@ChelDiokno Oh yeah, pinaalala mo na naman @ChelDiokno. That scarborough shoal that we lost due to trillanes' backdoor negotiation with China during pnoy's term. Galing mo talaga! Pinaalala mo pa!",Cheldiokno oh yeah you remind you that cheldiokno that scarborough shoal that we lost due to trillanes backdoor negotiation with china during pnoys term,"Reply, Text",2019-09-07 09:12:00,1.0,0.0,0.0,0.0,-0.13773110052399104,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,1,0,ChelDiokno Oh yeah pinaalala mo na naman ChelDiokno That scarborough shoal that we lost due to trillanes backdoor negotiation with China during pnoys term Galing mo talaga Pinaalala mo pa,cheldiokno oh yeah remind cheldiokno scarborough shoal lost due trillanes backdoor negotiation china pnoys term,"['cheldiokno', 'oh', 'yeah', 'remind', 'cheldiokno', 'scarborough', 'shoal', 'lost', 'due', 'trillan', 'backdoor', 'negoti', 'china', 'pnoy', 'term']","['cheldiokno', 'oh', 'yeah', 'remind', 'cheldiokno', 'scarborough', 'shoal', 'lost', 'due', 'trillanes', 'backdoor', 'negotiation', 'china', 'pnoys', 'term']"
13-111,https://twitter.com/mark_alone/status/1267222057152139266,@mark_alone,mdm1961,Anonymous,@Mytweet171 @TrillanesSonny anu nga malay mo kung 16x secret na pagpunta ni Trillanes sa China ay pag aari pala ng china ang Scarborough shoal dahil ibininta nila ni Panot. magising kayo baka pag ne-review ko sa publiko ang kasinungalingan ng mga dilawan ay mapihiya kayo. gusto niyo? Lol!,Mytweet171 Trillanessonny what do you know if Trillanes' 16x secret going to China will be the Scarborough Shoal's China because they painted you so I could make the public of the yellow lies you would be embarrassed,"Reply, Text",2020-01-06 06:30:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,1,0,Mytweet171 TrillanesSonny anu nga malay mo kung 16x secret na pagpunta ni Trillanes sa China ay pag aari pala ng china ang Scarborough shoal dahil ibininta nila ni Panot magising kayo baka pag nereview ko sa publiko ang kasinungalingan ng mga dilawan ay mapihiya kayo gusto niyo Lol,mytweet171 trillanessonny know trillanes ' 16x secret going china scarborough shoal 's china painted could make public yellow lies would embarrassed,"['mytweet171', 'trillanessonni', 'know', 'trillan', ""'"", '16x', 'secret', 'go', 'china', 'scarborough', 'shoal', ""'s"", 'china', 'paint', 'could', 'make', 'public', 'yellow', 'lie', 'would', 'embarrass']","['mytweet171', 'trillanessonny', 'know', 'trillanes', ""'"", '16x', 'secret', 'going', 'china', 'scarborough', 'shoal', ""'s"", 'china', 'painted', 'could', 'make', 'public', 'yellow', 'lie', 'would', 'embarrassed']"
13-108,https://twitter.com/collin021495/status/1289798487391875074,@collin021495,Mitch❣️,Anonymous,"@TrillanesSonny ikaw yung may sapak trillanes eh. di mo nga masagot sagot tanong ni enrile sayo tungkol sa scarborough shoal.
magkano ba benta nyo? hahaha","Trillanessonny you have the trillanes you can't answer Enrile's answer to the Scarborough Shoal
How much do you sell hahaha","Reply, Text",2020-02-08 13:41:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,1,0,"TrillanesSonny ikaw yung may sapak trillanes eh di mo nga masagot sagot tanong ni enrile sayo tungkol sa scarborough shoal
magkano ba benta nyo hahaha",trillanessonny trillanes ca n't answer enrile 's answer scarborough shoal much sell hahaha,"['trillanessonni', 'trillan', 'ca', ""n't"", 'answer', 'enril', ""'s"", 'answer', 'scarborough', 'shoal', 'much', 'sell', 'hahaha']","['trillanessonny', 'trillanes', 'ca', ""n't"", 'answer', 'enrile', ""'s"", 'answer', 'scarborough', 'shoal', 'much', 'sell', 'hahaha']"
13-51,https://twitter.com/Trunks_Saiyan0/status/1290265110485897216,@Trunks_Saiyan0,romeo,Anonymous,@ABSCBNNews Kasalanan ni abnoy aquino binenta ang Scarborough shoal. Sisihin nyo boss nyo mga tanga,Abnoy aquino's abscbnnews sin sale scarborough shoal blame your boss your fools,"Reply, Text",2020-03-08 20:35:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,1,0,ABSCBNNews Kasalanan ni abnoy aquino binenta ang Scarborough shoal Sisihin nyo boss nyo mga tanga,abnoy aquino 's abscbnnews sin sale scarborough shoal blame boss fools,"['abnoy', 'aquino', ""'s"", 'abscbnnew', 'sin', 'sale', 'scarborough', 'shoal', 'blame', 'boss', 'fool']","['abnoy', 'aquino', ""'s"", 'abscbnnews', 'sin', 'sale', 'scarborough', 'shoal', 'blame', 'bos', 'fool']"
13-116,https://twitter.com/patriciojudas/status/1238261247168131072,@patriciojudas,Pee Jay,Anonymous,@sosyolohija ikaw nag iisip ka ba? nakikinig ka ba? nung ibinenta ni trillanes ang scarborough shoal nang patalikod? ay naku.,Sociologija do you think you were listening when Trillanes sold the Scarborough Shoal back and forth,"Reply, Text",2020-03-13 08:31:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,1,0,sosyolohija ikaw nag iisip ka ba nakikinig ka ba nung ibinenta ni trillanes ang scarborough shoal nang patalikod ay naku,sociologija think listening trillanes sold scarborough shoal back forth,"['sociologija', 'think', 'listen', 'trillan', 'sold', 'scarborough', 'shoal', 'back', 'forth']","['sociologija', 'think', 'listening', 'trillanes', 'sold', 'scarborough', 'shoal', 'back', 'forth']"
13-117,https://twitter.com/galvsgalvs/status/1224637926803300353,@galvsgalvs,Carl,Identified,"@WellUpdated @TishaCM You mean, your master Sen. Trillanes? ICYM, Sen. Trillanes, by the approval of your president balut, gave the Scarborough Shoal to the Chinese after his 16th visit to China in 2012. 

Joneeeeeeelllllll","WellUpdated TishaCM You mean your master Sen Trillanes ICYM Sen Trillanes by the approval of your president balut gave the Scarborough Shoal to the Chinese after his 16th visit to China in 2012 

Joneeeeeeelllllll","Reply, Text",2020-04-02 18:16:00,0.0,1.0,0.0,0.0,-0.19940174254965867,0.7077683290744782,-0.15170473148451075,-0.14714972880866967,0,1,"WellUpdated TishaCM You mean your master Sen Trillanes ICYM Sen Trillanes by the approval of your president balut gave the Scarborough Shoal to the Chinese after his 16th visit to China in 2012 

Joneeeeeeelllllll",wellupdated tishacm mean master sen trillanes icym sen trillanes approval president balut gave scarborough shoal chinese 16th visit china 2012 joneeeeeeelllllll,"['wellupd', 'tishacm', 'mean', 'master', 'sen', 'trillan', 'icym', 'sen', 'trillan', 'approv', 'presid', 'balut', 'gave', 'scarborough', 'shoal', 'chines', '16th', 'visit', 'china', '2012', 'joneeeeeeellllll']","['wellupdated', 'tishacm', 'mean', 'master', 'sen', 'trillanes', 'icym', 'sen', 'trillanes', 'approval', 'president', 'balut', 'gave', 'scarborough', 'shoal', 'chinese', '16th', 'visit', 'china', '2012', 'joneeeeeeelllllll']"
13-115,https://twitter.com/singhcuenta50/status/1249500025207439360,@singhcuenta50,bastadriver,Anonymous,@PhilstarNews Katulad ba yan ng pag benta ni trillanes sa scarborough shoal? Hehehe,Philstarnews is like that of trillanes sales to scarborough shoal hehehe,"Reply, Text",2020-04-13 08:49:00,0.0,1.0,0.0,0.0,-0.19940174254965867,0.7077683290744782,-0.15170473148451075,-0.14714972880866967,1,0,PhilstarNews Katulad ba yan ng pag benta ni trillanes sa scarborough shoal Hehehe,philstarnews like trillanes sales scarborough shoal hehehe,"['philstarnew', 'like', 'trillan', 'sale', 'scarborough', 'shoal', 'heheh']","['philstarnews', 'like', 'trillanes', 'sale', 'scarborough', 'shoal', 'hehehe']"
13-59,https://twitter.com/eisheish13/status/1251744441485758464,@eisheish13,eishuy,Identified,"@TrillanesSonny Kahit palamura, o hindi pormal ang Presidente, atleast hindi magnanakaw! IKAW TRILLANES? MAGKANO NGA NINAKAW MO? YUNG PUMUNTA KA SA CHINA NG ILANG BESES, BAKIT WALANG REPORT NA NAILABAS?

KASI NABENTA NYO NA ANG SCARBOROUGH SHOAL BEFORE UMUPO YUNG PRESIDENTE. SINU BINUBULAG NYO?","Trillanessonny Even decorating or informal President atleast not stealing you trillanes How much you stole when you went to China a few times why no report was released

Because you sold the Scarborough Shoal before the President sat down","Reply, Text",2020-04-19 13:28:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,"TrillanesSonny Kahit palamura o hindi pormal ang Presidente atleast hindi magnanakaw IKAW TRILLANES MAGKANO NGA NINAKAW MO YUNG PUMUNTA KA SA CHINA NG ILANG BESES BAKIT WALANG REPORT NA NAILABAS

KASI NABENTA NYO NA ANG SCARBOROUGH SHOAL BEFORE UMUPO YUNG PRESIDENTE SINU BINUBULAG NYO",trillanessonny even decorating informal president atleast stealing trillanes much stole went china times report released sold scarborough shoal president sat,"['trillanessonni', 'even', 'decor', 'inform', 'presid', 'atleast', 'steal', 'trillan', 'much', 'stole', 'went', 'china', 'time', 'report', 'releas', 'sold', 'scarborough', 'shoal', 'presid', 'sat']","['trillanessonny', 'even', 'decorating', 'informal', 'president', 'atleast', 'stealing', 'trillanes', 'much', 'stole', 'went', 'china', 'time', 'report', 'released', 'sold', 'scarborough', 'shoal', 'president', 'sat']"
13-114,https://twitter.com/iamemieh2/status/1252140780279357440,@iamemieh2,iamemieh2,Anonymous,@JanFaith9 @13thFool @TrillanesSonny Sino nga pla yung may 15 times backdoor meeting w/china na may basbas pa ni ex pres Aquino? At na closed deal pa talaga ang bentahan ng Scarborough Shoal? Hmmmm .. Pakisagot naman po @TrillanesSonny,Janfaith9 13thfool Trillanessonny who has a 15 -time backdoor meeting Wchina with Ex Pres Aquino's blessing and that closed deal is still the Scarborough Shoal sales hmmmm please answer Trillanessonny,"Reply, Text",2020-04-20 00:00:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,1,0,JanFaith9 13thFool TrillanesSonny Sino nga pla yung may 15 times backdoor meeting wchina na may basbas pa ni ex pres Aquino At na closed deal pa talaga ang bentahan ng Scarborough Shoal Hmmmm  Pakisagot naman po TrillanesSonny,janfaith9 13thfool trillanessonny 15 -time backdoor meeting wchina ex pres aquino 's blessing closed deal still scarborough shoal sales hmmmm please answer trillanessonny,"['janfaith9', '13thfool', 'trillanessonni', '15', '-time', 'backdoor', 'meet', 'wchina', 'ex', 'pre', 'aquino', ""'s"", 'bless', 'close', 'deal', 'still', 'scarborough', 'shoal', 'sale', 'hmmmm', 'pleas', 'answer', 'trillanessonni']","['janfaith9', '13thfool', 'trillanessonny', '15', '-time', 'backdoor', 'meeting', 'wchina', 'ex', 'pres', 'aquino', ""'s"", 'blessing', 'closed', 'deal', 'still', 'scarborough', 'shoal', 'sale', 'hmmmm', 'please', 'answer', 'trillanessonny']"
13-113,https://twitter.com/warrenfontillas/status/1252542479196446721,@warrenfontillas,blick,Identified,"@romy622 Parang west philippine sea yata yan, binenta ni Aquino at trillanes tapos pinalalabas nila na inangkin. Hahahaha!",Romy622 It looks like the west Philippine Sea is selling it by Aquino and Trillanes after they released it hahahaha,"Reply, Text",2020-04-21 18:19:00,1.0,0.0,0.0,0.0,-0.13773110052399104,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,romy622 Parang west philippine sea yata yan binenta ni Aquino at trillanes tapos pinalalabas nila na inangkin Hahahaha,romy622 looks like west philippine sea selling aquino trillanes released hahahaha,"['romy622', 'look', 'like', 'west', 'philippin', 'sea', 'sell', 'aquino', 'trillan', 'releas', 'hahahaha']","['romy622', 'look', 'like', 'west', 'philippine', 'sea', 'selling', 'aquino', 'trillanes', 'released', 'hahahaha']"
13-112,https://twitter.com/VTuso69/status/1253220709397966849,@VTuso69,VICO_TUSO69,Anonymous,@cnnphilippines @risahontiveros WHY DON'T YOU OPEN A RE-INVESTIGATION ON THE REAL REASON WHY CHINA OCCUPIED SOME OF OUR ISLAND ESPECIALLY SCARBOROUGH SHOAL COURTESY OF YOUR FELLOW SENATRAITOR TRILLANES...??? HOW MUCH IS THE COST OF THE NEGOTIATION....$$$,cnnphilippines risahontiveros WHY DONT YOU OPEN A REINVESTIGATION ON THE REAL REASON WHY CHINA OCCUPIED SOME OF OUR ISLAND ESPECIALLY SCARBOROUGH SHOAL COURTESY OF YOUR FELLOW SENATRAITOR TRILLANES HOW MUCH IS THE COST OF THE NEGOTIATION,"Reply, Text",2020-04-23 15:14:00,1.0,1.0,0.0,0.0,-0.13773110052399104,0.7077683290744782,-0.15170473148451075,-0.14714972880866967,1,0,cnnphilippines risahontiveros WHY DONT YOU OPEN A REINVESTIGATION ON THE REAL REASON WHY CHINA OCCUPIED SOME OF OUR ISLAND ESPECIALLY SCARBOROUGH SHOAL COURTESY OF YOUR FELLOW SENATRAITOR TRILLANES HOW MUCH IS THE COST OF THE NEGOTIATION,cnnphilippines risahontiveros dont open reinvestigation real reason china occupied island especially scarborough shoal courtesy fellow senatraitor trillanes much cost negotiation,"['cnnphilippin', 'risahontivero', 'dont', 'open', 'reinvestig', 'real', 'reason', 'china', 'occupi', 'island', 'especi', 'scarborough', 'shoal', 'courtesi', 'fellow', 'senatraitor', 'trillan', 'much', 'cost', 'negoti']","['cnnphilippines', 'risahontiveros', 'dont', 'open', 'reinvestigation', 'real', 'reason', 'china', 'occupied', 'island', 'especially', 'scarborough', 'shoal', 'courtesy', 'fellow', 'senatraitor', 'trillanes', 'much', 'cost', 'negotiation']"
13-58,https://twitter.com/eisheish13/status/1257933899344121859,@eisheish13,eishuy,Identified,@TrillanesSonny IKAW NASA LIKOD NG PAGKA BENTA OR SANLA NG SCARBOROUGH SHOAL TRILLANES. ILABAS MO NA REPORT MO 36x NA PAPUNTA BALIK SA CHINA. GAGO,Trillanessonny you are behind the sales or sanla of Scarborough Shoal Trillanes you will release 36x to go back to China Gago,"Reply, Text",2020-06-05 15:23:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,TrillanesSonny IKAW NASA LIKOD NG PAGKA BENTA OR SANLA NG SCARBOROUGH SHOAL TRILLANES ILABAS MO NA REPORT MO 36x NA PAPUNTA BALIK SA CHINA GAGO,trillanessonny behind sales sanla scarborough shoal trillanes release 36x go back china gago,"['trillanessonni', 'behind', 'sale', 'sanla', 'scarborough', 'shoal', 'trillan', 'releas', '36x', 'go', 'back', 'china', 'gago']","['trillanessonny', 'behind', 'sale', 'sanla', 'scarborough', 'shoal', 'trillanes', 'release', '36x', 'go', 'back', 'china', 'gago']"
13-52,https://twitter.com/madonski1988/status/1279889406799810564,@madonski1988,iamMadonnaV,Identified,"@Hen_Art_UnO Balik natin tanong sayo Trillanes, kamusta yung pagpunta mo ng Tsina at pagbebenta sa Scarborough Shoal?",Hen_art_uno let's ask you trillanes how are you going to China and sell at Scarborough Shoal,"Reply, Text",2020-06-07 05:26:00,1.0,0.0,0.0,0.0,-0.13773110052399104,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,Hen_Art_UnO Balik natin tanong sayo Trillanes kamusta yung pagpunta mo ng Tsina at pagbebenta sa Scarborough Shoal,hen_art_uno let 's ask trillanes going china sell scarborough shoal,"['hen_art_uno', 'let', ""'s"", 'ask', 'trillan', 'go', 'china', 'sell', 'scarborough', 'shoal']","['hen_art_uno', 'let', ""'s"", 'ask', 'trillanes', 'going', 'china', 'sell', 'scarborough', 'shoal']"
13-50,https://twitter.com/danilosantaana3/status/1291234030940110858,@danilosantaana3,dannysantaana17,Anonymous,BISTADO:TRILLANES AT AQUINO ANG NAGBENTA NG WEST PHILIPPINE SEA? NABISTO... https://t.co/2iLr2njHTR via @YouTube,Bistadotrillanes and Aquino sold the West Philippine Sea Nabisto via YouTube,"Text, URL",2020-06-08 12:45:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,1,0,BISTADOTRILLANES AT AQUINO ANG NAGBENTA NG WEST PHILIPPINE SEA NABISTO  via YouTube,bistadotrillanes aquino sold west philippine sea nabisto via youtube,"['bistadotrillan', 'aquino', 'sold', 'west', 'philippin', 'sea', 'nabisto', 'via', 'youtub']","['bistadotrillanes', 'aquino', 'sold', 'west', 'philippine', 'sea', 'nabisto', 'via', 'youtube']"
13-106,https://twitter.com/virschka/status/1302393019107164160,@virschka,Virschka,Anonymous,Hoy Trillanes! Alam namin ikaw ang tunay na traidor at nagbenta ng scarborough shoal sa China kaya hwag ka ng magmaang maangan. Hugas kamay ang amp!,Hey Trillanes We know you're the real traitor and sell Scarborough Shoal in China so you don't have a magical cleansing hands off the amp the amp the amp,"Text, Reply",2020-06-09 07:47:00,2.0,1.0,1.0,0.0,-0.07606045849832341,0.7077683290744782,0.05899628446619863,-0.14714972880866967,1,0,Hoy Trillanes Alam namin ikaw ang tunay na traidor at nagbenta ng scarborough shoal sa China kaya hwag ka ng magmaang maangan Hugas kamay ang amp,hey trillanes know 're real traitor sell scarborough shoal china n't magical cleansing hands amp amp amp,"['hey', 'trillan', 'know', ""'re"", 'real', 'traitor', 'sell', 'scarborough', 'shoal', 'china', ""n't"", 'magic', 'cleans', 'hand', 'amp', 'amp', 'amp']","['hey', 'trillanes', 'know', ""'re"", 'real', 'traitor', 'sell', 'scarborough', 'shoal', 'china', ""n't"", 'magical', 'cleansing', 'hand', 'amp', 'amp', 'amp']"
